TransactionID,CustomerID,Age,Gender,Occupation,Income,AccountBalance,TransactionAmount,TransactionType,Timestamp,Location,DeviceUsed,CreditScore,PreviousFraudHistory,DailyTransactionCount,Fraud
TXN014003,CUST01756,29,Male,Retired,26106.82,4680.21,6243.87,Withdrawal,2025-03-13 23:17:45,Unknown,Unknown Device,698.0,0,7,Yes
TXN023798,CUST00146,36,Male,Student,8455.33,3542.17,523.24,Transfer,2025-08-05 10:38:28,Seattle,Known Device,723.0,0,1,No
TXN023752,CUST00098,35,Female,Student,6979.23,4041.67,64.61,Transfer,2025-02-24 12:16:01,Atlanta,Known Device,652.0,0,2,No
TXN027392,CUST00345,30,Female,Business Owner,123809.75,38548.79,214.13,Withdrawal,2025-04-01 16:36:45,Los Angeles,Mobile App,664.0,0,3,No
TXN019105,CUST00320,36,Male,Retired,35700.25,16479.65,82.22,Withdrawal,2025-06-14 12:25:47,Chicago,Known Device,561.0,0,3,No
TXN001954,CUST01462,34,Male,Retired,37566.84,15830.65,52.69,Transfer,2025-06-11 12:40:39,Denver,Known Device,835.0,0,1,No
TXN014260,CUST00304,39,Male,Self-Employed,67150.4,35194.27,14.27,Deposit,2025-07-15 14:28:39,Austin,Mobile App,731.0,0,3,No
TXN001753,CUST01956,35,Female,Business Owner,73596.94,34734.6,346.85,Transfer,2025-09-25 12:14:31,Seattle,Known Device,729.0,0,3,No
TXN006624,CUST01348,47,Male,Salaried,72512.69,31247.49,466.95,Transfer,2025-09-27 13:56:53,Chicago,Known Device,555.0,0,2,No
TXN005933,CUST01282,52,Female,Salaried,39382.9,8872.66,120.45,Transfer,2025-10-15 12:34:32,New York,Known Device,545.0,0,3,No
TXN025756,CUST01653,63,Female,Business Owner,77948.48,92.49,37.8,Withdrawal,2025-03-28 14:03:24,Houston,Mobile App,746.0,0,1,No
TXN018011,CUST01924,25,Female,Retired,42795.72,3552.4,21.18,Transfer,2025-10-22 12:08:15,San Antonio,Known Device,792.0,0,3,No
TXN005512,CUST01886,18,Male,Salaried,69573.77,8627.15,270.11,Payment,2025-04-21 22:22:09,Chicago,Mobile App,709.0,1,3,No
TXN015104,CUST01656,25,Male,Salaried,41481.71,4528.44,83.76,Deposit,2025-11-18 15:17:25,Chicago,Known Device,767.0,0,1,No
TXN006374,CUST00404,43,Female,Retired,21748.04,8626.92,74.84,Withdrawal,2025-06-03 09:30:06,Denver,Known Device,708.0,0,1,No
TXN018187,CUST01536,49,Female,Salaried,25732.71,23717.18,67.58,Withdrawal,2025-10-28 09:02:02,New York,Known Device,526.0,0,3,No
TXN002140,CUST01825,24,Female,Salaried,56677.32,22027.02,39.96,Withdrawal,2025-03-30 19:25:26,Los Angeles,Known Device,698.0,0,2,No
TXN028119,CUST00640,22,Female,Salaried,57877.19,17559.84,95.88,Deposit,2025-06-04 12:18:50,Austin,Known Device,754.0,0,1,No
TXN008015,CUST01456,22,Male,Retired,40937.1,19441.62,120.75,Transfer,2025-12-06 13:29:22,Boston,Known Device,764.0,0,3,No
TXN005065,CUST00383,18,Female,Retired,34628.29,6220.39,190.32,Payment,2025-04-02 13:50:48,Philadelphia,Mobile App,737.0,0,1,No
TXN016532,CUST00165,46,Male,Retired,26220.9,16343.91,321.71,Transfer,2025-03-31 18:09:08,Houston,Mobile App,754.0,0,2,No
TXN010280,CUST01088,37,Female,Salaried,25147.78,4946.49,271.5,Withdrawal,2025-02-27 13:31:32,San Antonio,Known Device,694.0,0,3,No
TXN010818,CUST00845,42,Male,Retired,39831.8,445.55,305.79,Payment,2025-02-26 17:21:28,Atlanta,Known Device,613.0,0,1,No
TXN023106,CUST01799,23,Male,Salaried,48894.4,1684.79,477.95,Deposit,2025-10-15 15:06:48,Denver,Web Browser,602.0,0,3,No
TXN008922,CUST01350,38,Female,Retired,25768.08,7891.8,86.82,Deposit,2025-09-23 13:53:05,San Antonio,Known Device,624.0,0,1,No
TXN017592,CUST00477,36,Male,Salaried,57419.58,15693.27,184.02,Withdrawal,2025-10-24 16:01:32,Austin,Web Browser,772.0,0,1,No
TXN022216,CUST01063,19,Male,Self-Employed,29408.34,8940.37,90.04,Deposit,2025-01-13 11:16:21,Houston,Mobile App,613.0,0,3,No
TXN004427,CUST00401,36,Male,Salaried,49430.78,12306.6,171.78,Withdrawal,2025-07-09 16:50:53,Atlanta,Known Device,668.0,0,1,No
TXN023430,CUST00553,46,Female,Self-Employed,50364.3,10625.86,383.78,Transfer,2025-04-30 08:52:11,Denver,Web Browser,653.0,0,2,No
TXN000780,CUST00177,52,Male,Salaried,60717.06,29322.14,360.08,Deposit,2025-11-14 06:47:59,San Antonio,Known Device,510.0,0,1,No
TXN024609,CUST00630,28,Male,Business Owner,105752.96,85525.73,250.45,Transfer,2025-11-16 13:22:31,San Diego,Known Device,789.0,0,2,No
TXN009873,CUST00918,61,Male,Business Owner,43947.83,17401.75,83.57,Transfer,2025-08-22 14:32:09,Los Angeles,Known Device,802.0,0,3,No
TXN021231,CUST00195,54,Female,Salaried,39936.36,18573.45,40.2,Withdrawal,2025-12-23 08:26:42,New York,Known Device,626.0,0,1,No
TXN017505,CUST01584,56,Female,Salaried,75226.44,10238.66,60.71,Transfer,2025-06-02 10:59:39,Phoenix,Known Device,708.0,0,1,No
TXN003944,CUST00193,25,Male,Business Owner,91848.73,37605.41,165.03,Payment,2025-07-13 13:02:11,Dallas,Mobile App,683.0,0,1,No
TXN002980,CUST00476,18,Male,Business Owner,93401.57,1104.86,361.54,Transfer,2025-02-06 15:23:32,Phoenix,Known Device,718.0,0,1,No
TXN005952,CUST01321,37,Male,Retired,36787.85,18089.97,142.59,Withdrawal,2025-10-27 16:19:49,Houston,Mobile App,725.0,0,3,No
TXN012703,CUST00298,36,Female,Business Owner,87977.41,26253.31,79.75,Deposit,2025-03-14 12:15:36,Houston,Known Device,592.0,0,2,No
TXN017742,CUST00908,21,Female,Business Owner,125329.96,17631.28,18.17,Transfer,2025-02-16 12:37:51,New York,Mobile App,664.0,0,3,No
TXN011952,CUST01252,24,Female,Salaried,55617.71,43734.61,11.06,Deposit,2025-11-29 12:28:15,Dallas,Known Device,691.0,0,1,No
TXN021159,CUST00415,29,Male,Salaried,63725.72,19757.34,80.68,Payment,2025-03-31 14:05:40,Atlanta,Web Browser,592.0,0,3,No
TXN000805,CUST01487,26,Female,Retired,15882.49,898.1,8.73,Transfer,2025-03-16 19:00:22,Houston,Known Device,523.0,0,1,No
TXN021108,CUST01935,40,Male,Salaried,51481.18,17970.7,70.1,Withdrawal,2025-06-08 22:43:34,Los Angeles,Known Device,597.0,0,2,No
TXN013326,CUST00361,49,Male,Student,1859.92,117.06,246.77,Payment,2025-06-25 15:54:56,Houston,Known Device,633.0,0,2,No
TXN006317,CUST00107,46,Female,Salaried,29758.89,17176.65,456.72,Transfer,2025-03-31 14:51:25,Philadelphia,Mobile App,661.0,0,1,No
TXN025147,CUST00199,18,Female,Salaried,64295.2,53563.93,141.52,Payment,2025-04-02 16:33:27,New York,Web Browser,770.0,0,2,No
TXN003201,CUST01402,42,Male,Salaried,69766.0,37180.91,9.12,Transfer,2025-10-07 19:41:11,New York,Mobile App,655.0,0,3,No
TXN015594,CUST01586,64,Female,Salaried,77490.05,11754.26,243.46,Payment,2025-01-15 12:50:21,Houston,Mobile App,483.0,0,2,No
TXN021936,CUST01740,85,Female,Salaried,29391.2,9466.33,127.63,Deposit,2025-01-05 08:57:29,Austin,Mobile App,781.0,0,1,No
TXN001430,CUST00964,31,Female,Business Owner,96226.49,30685.95,185.88,Withdrawal,2025-12-03 17:32:31,Los Angeles,Known Device,702.0,1,2,No
TXN029526,CUST00054,34,Female,Unemployed,6476.04,3398.53,115.02,Withdrawal,2025-01-19 10:30:20,Phoenix,Web Browser,687.0,0,1,No
TXN023155,CUST00285,27,Male,Student,5765.89,2216.91,119.45,Transfer,2025-06-18 13:03:32,Dallas,Mobile App,850.0,0,1,No
TXN022141,CUST00636,42,Male,Salaried,54311.34,13662.6,59.36,Withdrawal,2025-07-25 14:01:42,Los Angeles,Mobile App,673.0,0,2,No
TXN026788,CUST01904,18,Male,Salaried,43391.85,40470.52,88.49,Transfer,2025-02-06 14:49:33,Philadelphia,Known Device,614.0,0,3,No
TXN012601,CUST01568,49,Female,Self-Employed,26489.82,15340.97,275.16,Payment,2025-11-16 13:41:47,Denver,Known Device,606.0,0,1,No
TXN018737,CUST01857,19,Female,Salaried,54417.62,33127.03,13.68,Withdrawal,2025-10-01 18:26:02,Chicago,Known Device,703.0,0,2,No
TXN007048,CUST01225,18,Male,Business Owner,127458.51,44473.69,250.67,Withdrawal,2025-02-15 17:08:36,Austin,Known Device,751.0,0,2,No
TXN011221,CUST00063,27,Male,Salaried,80176.19,51881.84,174.44,Withdrawal,2025-02-28 22:18:46,San Diego,Known Device,671.0,0,3,No
TXN014188,CUST01686,75,Male,Self-Employed,92051.25,9382.7,36.73,Transfer,2025-11-26 16:15:07,Chicago,Mobile App,814.0,0,1,No
TXN023959,CUST00124,18,Female,Student,7157.92,2944.11,215.52,Payment,2025-04-28 14:48:07,San Antonio,Known Device,838.0,0,1,No
TXN004660,CUST01198,18,Male,Salaried,45562.86,34228.97,162.13,Payment,2025-08-01 17:41:55,Boston,Mobile App,626.0,0,2,No
TXN016793,CUST01576,35,Female,Salaried,38197.43,14527.64,127.4,Deposit,2025-05-08 19:58:22,Austin,Known Device,543.0,0,1,No
TXN000593,CUST01137,48,Female,Student,11887.8,9417.26,61.66,Withdrawal,2025-08-24 13:44:46,Boston,Known Device,691.0,0,1,No
TXN014154,CUST01953,18,Female,Self-Employed,34299.48,23659.98,33.95,Payment,2025-09-02 20:25:56,Miami,Web Browser,762.0,0,1,No
TXN002330,CUST01918,52,Female,Self-Employed,24812.66,11515.93,80.07,Withdrawal,2025-04-19 18:17:53,Los Angeles,Mobile App,583.0,0,1,No
TXN026824,CUST00635,18,Female,Salaried,11506.53,3032.67,329.11,Withdrawal,2025-03-01 11:52:16,Houston,Known Device,622.0,0,1,No
TXN001420,CUST01786,38,Male,Self-Employed,50721.55,9727.5,17.34,Withdrawal,2025-04-17 13:07:35,San Diego,Known Device,626.0,0,1,No
TXN026181,CUST01450,34,Male,Unemployed,7263.67,2377.88,79.92,Deposit,2025-06-08 18:37:07,Miami,Known Device,741.0,1,2,No
TXN007663,CUST01150,29,Male,Student,9731.81,3708.92,35.33,Deposit,2025-02-18 11:45:30,Seattle,Mobile App,673.0,0,1,No
TXN023194,CUST00305,47,Female,Salaried,69004.65,12509.94,27.74,Transfer,2025-03-12 08:18:30,San Antonio,Mobile App,579.0,1,1,No
TXN003608,CUST01636,52,Male,Self-Employed,97680.27,37119.01,94.97,Transfer,2025-07-12 06:32:00,Denver,Known Device,674.0,0,3,No
TXN025703,CUST01260,20,Male,Salaried,66429.09,30384.8,7.98,Deposit,2025-07-11 18:53:45,San Antonio,Mobile App,616.0,0,3,No
TXN007638,CUST01973,18,Male,Salaried,64660.46,11864.13,53.44,Withdrawal,2025-08-20 09:31:38,Austin,Known Device,618.0,0,3,No
TXN025651,CUST00981,32,Female,Salaried,32942.93,260.63,92.3,Transfer,2025-03-31 15:35:01,Atlanta,Mobile App,850.0,0,2,No
TXN005126,CUST01473,47,Female,Retired,37658.74,17991.46,59.82,Withdrawal,2025-04-03 07:27:54,San Antonio,Web Browser,648.0,0,1,No
TXN022652,CUST00893,55,Female,Salaried,45981.49,18210.05,6.39,Withdrawal,2025-06-17 15:17:12,Seattle,Known Device,699.0,0,1,No
TXN006697,CUST01019,34,Male,Salaried,66900.24,17102.09,24.5,Deposit,2025-07-02 06:39:30,Austin,Known Device,644.0,0,2,No
TXN010247,CUST01110,30,Female,Unemployed,5501.32,3513.84,308.73,Payment,2025-12-08 07:52:26,Austin,Known Device,749.0,0,2,No
TXN005478,CUST00237,42,Male,Student,5944.86,484.54,190.74,Transfer,2025-02-22 13:51:12,New York,Mobile App,668.0,0,1,No
TXN027267,CUST01044,33,Male,Salaried,38972.21,19499.02,39.74,Deposit,2025-08-13 20:51:16,Seattle,Known Device,753.0,0,1,No
TXN017306,CUST01658,45,Male,Unemployed,3782.94,1770.27,96.35,Withdrawal,2025-09-07 15:55:19,Phoenix,Known Device,649.0,0,2,No
TXN022421,CUST00264,57,Male,Business Owner,70902.76,50895.46,36.86,Transfer,2025-07-23 06:57:46,San Diego,Web Browser,644.0,0,1,No
TXN011790,CUST00977,18,Male,Salaried,41773.67,8570.95,80.23,Deposit,2025-11-24 10:02:23,Chicago,Known Device,675.0,0,2,No
TXN019090,CUST01147,67,Male,Salaried,55196.03,752.47,18.11,Transfer,2025-07-10 10:45:13,Chicago,Known Device,706.0,0,3,No
TXN008085,CUST00389,42,Male,Student,12108.65,3822.81,61.18,Transfer,2025-04-16 16:07:07,San Antonio,Web Browser,569.0,0,1,No
TXN018163,CUST00465,20,Male,Salaried,51414.82,5723.26,218.39,Payment,2025-03-25 12:40:06,Boston,Known Device,705.0,0,2,No
TXN006930,CUST01356,38,Female,Student,7524.66,2192.7,111.81,Deposit,2025-08-03 20:18:15,Chicago,Known Device,621.0,0,2,No
TXN029663,CUST01428,51,Female,Retired,18241.09,9960.7,5.16,Payment,2025-10-24 07:26:44,San Antonio,Mobile App,608.0,0,1,No
TXN002802,CUST00734,50,Female,Self-Employed,59593.6,10021.94,119.12,Transfer,2025-10-24 18:19:25,Denver,Known Device,654.0,0,1,No
TXN023058,CUST00923,27,Female,Salaried,45671.02,42262.91,411.15,Withdrawal,2025-01-13 17:28:46,Seattle,Mobile App,599.0,0,1,No
TXN023713,CUST00908,21,Female,Business Owner,125329.96,17578.19,203.51,Deposit,2025-06-07 06:07:57,New York,Known Device,664.0,0,1,No
TXN001788,CUST01890,26,Female,Unemployed,4869.54,1470.46,15.5,Withdrawal,2025-07-28 17:54:04,Atlanta,Known Device,790.0,0,1,No
TXN013858,CUST01597,21,Female,Retired,18816.49,18419.29,23.72,Transfer,2025-04-25 22:14:51,Philadelphia,Known Device,633.0,0,3,No
TXN027859,CUST00175,50,Male,Business Owner,91402.54,24531.02,236.19,Transfer,2025-06-24 17:12:41,New York,Known Device,630.0,0,2,No
TXN008826,CUST01833,42,Male,Salaried,71268.15,58118.73,35.19,Deposit,2025-10-05 13:02:44,Dallas,Known Device,850.0,0,2,No
TXN019364,CUST01723,36,Female,Unemployed,5637.79,255.16,62.71,Transfer,2025-04-25 13:31:02,San Antonio,Known Device,442.0,0,3,No
TXN020351,CUST00843,57,Female,Student,9010.82,3649.02,125.93,Withdrawal,2025-12-29 14:10:15,Los Angeles,Known Device,700.0,0,1,No
TXN009363,CUST00157,38,Female,Salaried,35564.71,9698.45,374.21,Payment,2025-07-05 09:59:25,Denver,Mobile App,850.0,0,2,No
TXN010900,CUST00608,18,Male,Salaried,60211.58,8700.02,18.51,Transfer,2025-05-21 12:56:30,San Diego,Known Device,617.0,0,3,No
TXN014400,CUST01077,69,Male,Salaried,85299.02,31194.67,68.22,Transfer,2025-07-02 13:21:36,Seattle,Known Device,610.0,0,2,No
TXN020632,CUST00888,64,Male,Salaried,53390.83,37068.57,48.73,Deposit,2025-02-20 16:21:40,Atlanta,Known Device,733.0,0,2,No
TXN024662,CUST00032,36,Male,Unemployed,6071.0,132.67,51.18,Withdrawal,2025-07-12 20:52:20,Seattle,Known Device,728.0,0,1,No
TXN002904,CUST01383,42,Male,Salaried,51285.76,32638.4,78.22,Withdrawal,2025-12-13 20:53:13,New York,Known Device,683.0,0,3,No
TXN028329,CUST00770,21,Male,Salaried,62131.58,15858.79,537.63,Withdrawal,2025-11-23 11:13:11,Philadelphia,Web Browser,568.0,0,2,No
TXN023568,CUST01765,44,Male,Salaried,45278.85,10082.24,145.1,Withdrawal,2025-01-01 06:42:20,Houston,Mobile App,778.0,0,1,No
TXN022644,CUST01533,48,Female,Student,6677.62,2722.49,27.94,Deposit,2025-07-13 11:49:58,Houston,Mobile App,799.0,0,2,No
TXN005162,CUST01343,37,Male,Student,3284.72,1544.15,76.45,Transfer,2025-11-18 06:36:35,Houston,Web Browser,645.0,0,3,No
TXN024346,CUST00629,30,Female,Salaried,54540.85,1897.11,5.52,Withdrawal,2025-12-02 17:07:09,Phoenix,Mobile App,796.0,1,1,No
TXN028751,CUST00848,38,Male,Salaried,78789.79,32748.07,572.15,Transfer,2025-04-12 19:20:27,Philadelphia,Known Device,738.0,0,3,No
TXN016803,CUST00473,25,Male,Self-Employed,58251.87,19795.62,91.21,Transfer,2025-04-02 18:44:05,San Diego,Mobile App,705.0,0,1,No
TXN010897,CUST01195,19,Female,Salaried,50168.28,2623.62,27.07,Payment,2025-10-03 18:17:13,Boston,Mobile App,621.0,0,3,No
TXN026657,CUST00572,29,Female,Retired,39737.86,21028.04,232.68,Withdrawal,2025-06-24 11:14:32,Denver,Known Device,777.0,0,1,No
TXN027168,CUST00822,43,Male,Salaried,52433.43,22128.93,9.49,Deposit,2025-07-15 10:39:42,Dallas,Known Device,733.0,0,1,No
TXN010132,CUST01609,19,Male,Salaried,57415.84,24184.41,48.31,Deposit,2025-02-06 11:45:28,Houston,Known Device,648.0,0,3,No
TXN016400,CUST01008,48,Female,Salaried,50766.54,2250.75,17.51,Withdrawal,2025-06-24 14:11:15,Austin,Known Device,844.0,0,1,No
TXN005732,CUST00718,38,Female,Self-Employed,54591.61,24706.95,243.89,Transfer,2025-08-27 11:22:56,Austin,Known Device,666.0,0,3,No
TXN002285,CUST01497,37,Female,Business Owner,67808.15,22770.37,351.43,Withdrawal,2025-01-22 13:24:00,Chicago,Mobile App,649.0,0,1,No
TXN010623,CUST01067,30,Male,Retired,38480.34,24220.73,77.87,Payment,2025-12-26 12:26:13,Dallas,Known Device,670.0,0,2,No
TXN026180,CUST01956,35,Female,Business Owner,73596.94,35050.39,24.52,Transfer,2025-08-03 15:15:28,Seattle,Web Browser,729.0,0,1,No
TXN006379,CUST01853,34,Female,Salaried,72298.63,32676.38,229.71,Deposit,2025-03-08 17:17:52,Seattle,Known Device,850.0,0,2,No
TXN018071,CUST00746,29,Male,Salaried,65935.9,34316.06,6.79,Transfer,2025-08-19 13:59:31,Seattle,Known Device,596.0,0,3,No
TXN018214,CUST01781,48,Female,Retired,40124.88,8708.84,404.52,Transfer,2025-08-16 08:35:56,Seattle,Mobile App,636.0,0,3,No
TXN007983,CUST01669,60,Male,Retired,23764.52,13678.01,80.74,Deposit,2025-03-18 07:07:37,Phoenix,Known Device,616.0,0,3,No
TXN007613,CUST01332,49,Male,Retired,24865.78,13012.56,25.7,Withdrawal,2025-06-10 11:35:35,Dallas,Known Device,678.0,0,3,No
TXN029993,CUST00463,32,Female,Student,3146.09,2820.34,127.79,Transfer,2025-09-16 16:38:44,Austin,Known Device,750.0,1,3,No
TXN026035,CUST01941,36,Female,Business Owner,133704.04,8429.45,602.09,Withdrawal,2025-08-01 06:57:33,Chicago,Known Device,649.0,0,3,No
TXN025962,CUST01735,36,Male,Salaried,41073.85,12915.79,62.76,Payment,2025-02-12 12:21:09,Chicago,Web Browser,629.0,0,2,No
TXN014172,CUST01820,32,Male,Salaried,78547.98,27131.93,558.25,Withdrawal,2025-04-14 14:38:57,Austin,Web Browser,686.0,0,1,No
TXN020580,CUST00118,25,Male,Salaried,51330.49,27290.28,66.29,Withdrawal,2025-09-24 16:31:27,Dallas,Mobile App,549.0,0,3,No
TXN026951,CUST01404,41,Male,Salaried,71978.55,31758.34,127.09,Transfer,2025-05-12 11:06:31,Denver,Web Browser,601.0,0,3,No
TXN011445,CUST00491,60,Male,Unemployed,2797.5,767.71,34.98,Deposit,2025-12-26 13:26:03,New York,Web Browser,685.0,0,3,No
TXN011685,CUST00090,37,Female,Self-Employed,52665.72,24022.56,103.38,Deposit,2025-04-27 11:26:43,Houston,Known Device,567.0,0,1,No
TXN013595,CUST01658,45,Male,Unemployed,3782.94,2045.53,210.54,Transfer,2025-10-29 15:56:16,Phoenix,Mobile App,649.0,0,1,No
TXN024704,CUST00931,41,Male,Salaried,36428.69,11300.73,227.4,Payment,2025-06-23 11:45:13,San Antonio,Known Device,608.0,0,2,No
TXN004500,CUST01383,42,Male,Salaried,51285.76,32389.38,112.67,Transfer,2025-12-23 10:42:22,New York,Web Browser,683.0,0,3,No
TXN000609,CUST00738,42,Female,Salaried,55168.32,9304.38,22.77,Withdrawal,2025-06-27 10:27:05,Austin,Known Device,616.0,0,3,No
TXN005797,CUST00420,23,Female,Self-Employed,43888.74,3264.93,248.08,Deposit,2025-05-04 08:16:56,Austin,Web Browser,751.0,0,1,No
TXN010603,CUST01042,53,Male,Student,11179.59,5071.49,158.24,Transfer,2025-02-17 09:31:32,Houston,Web Browser,609.0,0,2,No
TXN026831,CUST00566,56,Male,Student,9162.85,5278.76,78.08,Withdrawal,2025-03-05 16:15:52,Los Angeles,Known Device,691.0,0,1,No
TXN003924,CUST01125,45,Male,Self-Employed,31898.67,15335.43,47.31,Payment,2025-02-27 13:31:12,Denver,Known Device,634.0,0,2,No
TXN020383,CUST01561,55,Female,Salaried,48849.88,7487.37,6624.34,Transfer,2025-10-07 01:24:24,San Diego,Unknown Device,613.0,0,9,Yes
TXN009147,CUST01422,28,Male,Self-Employed,75273.92,50499.83,90.42,Payment,2025-11-04 16:39:21,San Diego,Mobile App,645.0,0,3,No
TXN014926,CUST01556,58,Male,Business Owner,79853.25,15369.93,24379.76,Withdrawal,2025-02-26 23:16:56,Foreign-Unverified,Unknown Device,754.0,0,7,Yes
TXN009876,CUST00694,50,Male,Salaried,60921.68,36993.17,91.48,Payment,2025-06-05 14:44:12,Chicago,Web Browser,669.0,0,2,No
TXN019612,CUST00025,40,Male,Salaried,61233.2,36523.37,349.53,Transfer,2025-10-22 06:51:11,Chicago,Known Device,700.0,0,1,No
TXN001873,CUST00141,26,Female,Salaried,40918.67,34721.38,31.51,Transfer,2025-01-05 16:15:15,Seattle,Known Device,677.0,0,2,No
TXN015842,CUST01749,55,Female,Student,10329.11,5216.73,60.14,Payment,2025-03-21 14:41:53,Denver,Mobile App,674.0,0,3,No
TXN026256,CUST01456,22,Male,Retired,40937.1,19320.25,77.76,Payment,2025-05-21 17:58:10,Boston,Mobile App,764.0,0,1,No
TXN019688,CUST00404,43,Female,Retired,21748.04,8199.13,239.52,Payment,2025-05-11 22:35:55,Austin,Known Device,708.0,0,1,No
TXN001411,CUST01474,53,Female,Unemployed,6585.46,806.98,379.22,Transfer,2025-03-03 18:17:35,Dallas,Web Browser,547.0,0,3,No
TXN025959,CUST01258,24,Female,Unemployed,3626.06,1312.56,163.63,Withdrawal,2025-05-08 19:55:00,Philadelphia,Mobile App,694.0,0,3,No
TXN006131,CUST00818,61,Female,Self-Employed,24088.55,3152.71,116.57,Payment,2025-01-13 13:07:33,Boston,Known Device,715.0,1,3,No
TXN005161,CUST00300,27,Female,Business Owner,95625.59,24271.15,42.96,Transfer,2025-01-26 16:00:24,New York,Known Device,581.0,1,2,No
TXN015317,CUST00393,53,Female,Business Owner,62824.14,17266.21,151.45,Deposit,2025-11-19 14:07:33,Phoenix,Known Device,624.0,0,2,No
TXN025230,CUST01958,43,Female,Retired,36056.73,14800.44,221.66,Withdrawal,2025-01-04 15:18:59,San Antonio,Known Device,599.0,0,3,No
TXN002398,CUST00261,41,Female,Student,10558.07,4483.25,771.12,Withdrawal,2025-10-31 09:09:06,Philadelphia,Known Device,564.0,0,3,No
TXN025157,CUST01599,30,Male,Salaried,53102.81,7324.01,33.1,Withdrawal,2025-01-04 19:59:46,Atlanta,Web Browser,839.0,0,2,No
TXN010538,CUST00560,23,Male,Salaried,59348.52,13027.5,40.63,Withdrawal,2025-03-19 11:41:28,Atlanta,Known Device,594.0,0,2,No
TXN016411,CUST00933,46,Male,Self-Employed,74328.86,9442.83,63.98,Deposit,2025-01-10 07:44:56,Los Angeles,Known Device,731.0,0,1,No
TXN006533,CUST01629,18,Female,Business Owner,97249.78,43446.67,160.04,Withdrawal,2025-09-03 20:55:49,Chicago,Known Device,716.0,0,1,No
TXN009307,CUST00299,37,Female,Business Owner,101625.46,71701.36,274.74,Deposit,2025-03-07 14:59:17,Boston,Mobile App,566.0,0,3,No
TXN003379,CUST00117,71,Male,Self-Employed,9887.92,6066.45,86.34,Deposit,2025-11-10 11:17:35,Miami,Known Device,572.0,0,1,No
TXN024597,CUST00501,58,Male,Retired,32818.66,15728.81,129.75,Withdrawal,2025-06-02 14:13:32,Los Angeles,Known Device,814.0,0,3,No
TXN004123,CUST01756,29,Male,Retired,26106.82,8019.4,6.52,Deposit,2025-03-30 11:16:04,Dallas,Known Device,698.0,0,3,No
TXN023186,CUST00304,39,Male,Self-Employed,67150.4,34850.94,17.57,Transfer,2025-05-08 16:51:52,Austin,Known Device,731.0,0,1,No
TXN011860,CUST01073,51,Male,Self-Employed,57045.31,34390.32,117.24,Transfer,2025-07-19 14:21:18,Austin,Web Browser,662.0,1,1,No
TXN003441,CUST00869,45,Female,Self-Employed,45116.44,27640.73,13.53,Transfer,2025-08-24 13:54:59,Dallas,Web Browser,641.0,0,1,No
TXN001914,CUST00378,41,Male,Salaried,31175.82,1038.68,387.58,Payment,2025-03-01 12:57:36,Seattle,Known Device,673.0,0,1,No
TXN009926,CUST01640,47,Female,Retired,26134.45,7277.52,33.82,Deposit,2025-10-25 09:33:19,Chicago,Known Device,676.0,0,2,No
TXN009616,CUST01263,35,Female,Student,10255.74,8276.52,941.56,Payment,2025-03-28 17:34:28,Houston,Mobile App,688.0,0,1,No
TXN002417,CUST01107,18,Female,Student,9613.22,6801.11,54.41,Transfer,2025-06-17 16:32:12,Houston,Web Browser,594.0,0,2,No
TXN013613,CUST01130,53,Male,Student,7120.29,107.9,11.55,Withdrawal,2025-12-10 07:02:00,San Antonio,Known Device,727.0,0,1,No
TXN024702,CUST00821,18,Male,Business Owner,78426.33,23566.61,88.32,Payment,2025-05-22 22:00:37,Seattle,Mobile App,486.0,0,2,No
TXN013838,CUST01633,31,Female,Salaried,25839.79,2895.63,92.35,Withdrawal,2025-12-24 07:52:25,San Antonio,Known Device,689.0,0,1,No
TXN016629,CUST01065,47,Male,Salaried,63716.34,14332.22,28.03,Payment,2025-07-06 12:24:59,Boston,Web Browser,700.0,0,3,No
TXN019516,CUST00672,53,Male,Self-Employed,83461.8,55046.2,183.29,Transfer,2025-03-10 11:02:18,San Antonio,Web Browser,698.0,0,2,No
TXN013255,CUST00576,46,Female,Retired,34803.71,17083.73,63.27,Deposit,2025-12-22 12:31:50,San Antonio,Known Device,652.0,1,2,No
TXN017014,CUST01110,30,Female,Unemployed,5501.32,3056.37,472.28,Withdrawal,2025-02-03 13:07:45,Austin,Known Device,749.0,0,1,No
TXN013727,CUST00075,45,Male,Salaried,54460.54,3386.72,53.84,Payment,2025-12-27 17:56:33,Atlanta,Known Device,710.0,0,1,No
TXN005623,CUST00245,54,Female,Student,10035.99,7800.93,186.09,Withdrawal,2025-03-19 11:35:38,Houston,Known Device,687.0,0,2,No
TXN008831,CUST00388,46,Male,Salaried,62788.04,46043.06,102.59,Deposit,2025-03-21 10:35:16,San Antonio,Known Device,642.0,0,3,No
TXN026421,CUST01686,75,Male,Self-Employed,92051.25,8833.16,106.86,Withdrawal,2025-12-28 15:27:06,Boston,Web Browser,814.0,0,2,No
TXN020917,CUST01188,62,Male,Salaried,71450.83,35327.1,47.49,Withdrawal,2025-09-06 14:33:49,San Antonio,Known Device,579.0,0,2,No
TXN017574,CUST01753,30,Male,Self-Employed,66164.12,53415.42,121.54,Withdrawal,2025-03-18 15:36:52,New York,Mobile App,690.0,0,3,No
TXN025976,CUST00497,40,Male,Self-Employed,67974.04,34274.13,110.25,Deposit,2025-01-29 13:39:32,San Antonio,Known Device,805.0,0,2,No
